ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group,Loan_Approved
2765,Male,Hispanic,66,Over 60,99694,599,370098,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Denied
1367,Non-binary,Hispanic,50,25-60,117092,620,412759,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Denied
4556,Male,Asian,68,Over 60,141173,630,167849,Full-time,Bachelor's,Citizen,Fluent,No,Yes,High-income Suburban,Approved
9721,Male,White,66,Over 60,145590,579,179253,Part-time,Graduate,Permanent Resident,Fluent,No,No,High-income Suburban,Approved
7447,Male,Hispanic,60,25-60,116594,552,444817,Full-time,High School,Citizen,Fluent,No,No,Rural,Denied
4660,Female,White,45,25-60,59261,746,69535,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Denied
2102,Female,White,55,25-60,170280,831,416159,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban,Denied
1197,Female,Hispanic,62,Over 60,144762,615,351319,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban,Denied
8563,Female,White,76,Over 60,43598,775,102719,Gig,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
6801,Female,Asian,71,Over 60,143476,575,187052,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Approved
906,Male,Black,49,25-60,41983,782,121124,Full-time,Some College,Permanent Resident,Fluent,Yes,No,Working Class Urban,Denied
1686,Male,Hispanic,24,Under 25,158080,626,422556,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural,Denied
8982,Male,White,34,25-60,118934,703,320757,Part-time,High School,Citizen,Limited,No,No,Working Class Urban,Denied
1852,Male,White,24,Under 25,124872,842,131017,Self-employed,Some College,Citizen,Fluent,No,No,Historically Redlined,Approved
9760,Female,White,68,Over 60,32195,597,203805,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
9779,Female,White,43,25-60,62015,564,415595,Part-time,High School,Citizen,Fluent,No,No,Rural,Denied
8687,Non-binary,White,53,25-60,71335,735,146792,Gig,High School,Citizen,Fluent,No,No,Historically Redlined,Denied
1431,Female,Hispanic,39,25-60,84569,826,203164,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban,Denied
7755,Female,White,46,25-60,137051,619,442806,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
3064,Male,White,34,25-60,112467,760,343073,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
4338,Male,White,51,25-60,73238,680,289714,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
8384,Male,White,18,Under 25,132366,537,388836,Gig,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Denied
9181,Male,White,46,25-60,170431,683,390304,Full-time,High School,Citizen,Limited,No,No,Urban Professional,Approved
2989,Male,White,54,25-60,127708,825,401091,Full-time,Bachelor's,Permanent Resident,Limited,No,No,Urban Professional,Approved
9076,Male,Hispanic,73,Over 60,136010,559,198686,Full-time,Graduate,Visa Holder,Fluent,No,No,Historically Redlined,Approved
6704,Female,White,67,Over 60,151856,658,285568,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
2137,Female,Hispanic,59,25-60,71222,723,295646,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
7564,Female,White,52,25-60,49841,569,138488,Part-time,Some College,Citizen,Limited,No,No,Working Class Urban,Denied
3433,Female,Asian,55,25-60,159470,628,356373,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
5273,Male,Hispanic,59,25-60,118657,596,280838,Full-time,Bachelor's,Citizen,Fluent,Yes,Yes,High-income Suburban,Denied
7904,Male,White,42,25-60,58641,809,164263,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Rural,Approved
9260,Female,Black,23,Under 25,95992,828,403697,Gig,Graduate,Citizen,Fluent,No,No,Urban Professional,Denied
2737,Male,White,32,25-60,156465,806,376427,Self-employed,High School,Citizen,Fluent,No,No,Urban Professional,Denied
1037,Male,White,59,25-60,77292,801,346995,Gig,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,Approved
9496,Female,White,21,Under 25,40817,525,307621,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
2,Female,White,36,25-60,155943,664,441856,Self-employed,High School,Permanent Resident,Limited,No,No,Urban Professional,Denied
5309,Female,White,21,Under 25,135725,718,54915,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
2390,Male,Black,70,Over 60,135592,758,163397,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
5799,Male,White,55,25-60,174574,518,439825,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Denied
3078,Male,Asian,66,Over 60,155974,741,197652,Self-employed,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
4353,Female,White,36,25-60,95849,802,293898,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Approved
792,Male,White,70,Over 60,45076,587,382880,Gig,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
3450,Female,White,73,Over 60,51131,705,111283,Part-time,Bachelor's,Citizen,Limited,Yes,No,High-income Suburban,Denied
3532,Female,White,49,25-60,52032,610,204804,Part-time,Bachelor's,Citizen,Fluent,Yes,No,Historically Redlined,Approved
8013,Female,White,54,25-60,158979,518,193371,Full-time,Some College,Citizen,Limited,No,No,Historically Redlined,Denied
6662,Male,White,62,Over 60,41633,655,220100,Gig,High School,Citizen,Fluent,No,No,Rural,Approved
9418,Female,White,22,Under 25,119417,826,207080,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
6080,Female,White,67,Over 60,73594,572,134287,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
7078,Female,White,23,Under 25,167494,748,149706,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,Approved
1497,Female,Hispanic,58,25-60,140402,685,281826,Part-time,Some College,Visa Holder,Fluent,No,No,Working Class Urban,Denied
4141,Female,Asian,24,Under 25,90263,773,122284,Gig,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4560,Female,Hispanic,82,Over 60,115704,650,187367,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
5347,Female,Hispanic,29,25-60,36041,622,382678,Full-time,Bachelor's,Visa Holder,Limited,No,No,Historically Redlined,Denied
6460,Male,Black,62,Over 60,171155,662,253138,Gig,Graduate,Citizen,Fluent,No,No,High-income Suburban,Denied
5641,Female,White,20,Under 25,129618,819,370761,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Approved
1505,Female,Black,21,Under 25,71790,573,370231,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
6011,Male,White,47,25-60,29608,640,335574,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural,Approved
4915,Female,White,55,25-60,164413,784,352173,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,Approved
9448,Female,White,48,25-60,26037,545,140351,Part-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban,Denied
6885,Male,White,40,25-60,42769,599,106571,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Denied
873,Male,Hispanic,23,Under 25,92393,550,297148,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Denied
6327,Female,Asian,46,25-60,125492,745,267343,Gig,Graduate,Citizen,Fluent,Yes,No,Historically Redlined,Approved
5065,Female,White,69,Over 60,62123,647,380986,Part-time,Graduate,Citizen,Limited,No,No,Historically Redlined,Denied
9801,Female,Black,45,25-60,48260,599,345262,Gig,High School,Citizen,Fluent,No,No,Historically Redlined,Denied
7059,Female,Hispanic,29,25-60,146120,739,113656,Part-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,Denied
2904,Male,White,53,25-60,52045,510,343528,Full-time,Some College,Visa Holder,Fluent,No,No,Rural,Denied
5522,Male,White,74,Over 60,168385,821,376911,Full-time,Some College,Citizen,Fluent,No,No,Rural,Approved
3785,Male,Hispanic,36,25-60,155650,506,248063,Full-time,Graduate,Permanent Resident,Fluent,No,No,Working Class Urban,Approved
2860,Male,White,72,Over 60,100649,534,122891,Full-time,Bachelor's,Citizen,Limited,Yes,No,High-income Suburban,Denied
8469,Female,White,63,Over 60,51253,554,257618,Full-time,High School,Citizen,Limited,No,No,Working Class Urban,Denied
8659,Female,Asian,50,25-60,45532,824,176164,Part-time,Some College,Citizen,Fluent,No,Yes,High-income Suburban,Denied
6913,Male,White,53,25-60,72263,706,239973,Full-time,Some College,Citizen,Limited,No,Yes,High-income Suburban,Approved
3118,Male,Black,33,25-60,66705,598,417185,Full-time,Bachelor's,Citizen,Limited,No,No,Rural,Denied
9782,Female,Hispanic,74,Over 60,73785,616,195706,Gig,Some College,Citizen,Fluent,Yes,No,High-income Suburban,Denied
9131,Female,White,46,25-60,141984,664,406609,Self-employed,Graduate,Citizen,Fluent,No,No,Urban Professional,Denied
8789,Male,White,65,Over 60,25192,845,429852,Full-time,High School,Permanent Resident,Fluent,No,No,Historically Redlined,Denied
1985,Male,Hispanic,68,Over 60,110056,735,136500,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Historically Redlined,Approved
3607,Female,White,19,Under 25,126267,724,328453,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Approved
4391,Female,White,45,25-60,96711,630,149786,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,Denied
720,Male,Black,73,Over 60,154042,649,346001,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
3718,Female,White,40,25-60,106826,724,298947,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Rural,Approved
6793,Female,Black,37,25-60,63587,656,361920,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
6959,Female,White,64,Over 60,84443,824,447430,Part-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,Denied
1379,Male,White,60,25-60,120150,627,423501,Full-time,Some College,Citizen,Fluent,No,Yes,Historically Redlined,Denied
7659,Female,Asian,55,25-60,71907,669,81122,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,Denied
8647,Male,White,72,Over 60,133221,662,117495,Gig,Some College,Citizen,Fluent,No,No,Rural,Denied
423,Male,Asian,28,25-60,42946,671,353142,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Denied
9059,Male,Black,69,Over 60,127871,659,388069,Gig,Bachelor's,Visa Holder,Fluent,No,No,Rural,Denied
6258,Male,Black,45,25-60,124979,601,318864,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Rural,Denied
7269,Male,Hispanic,29,25-60,38756,593,187613,Gig,Bachelor's,Citizen,Limited,No,No,Rural,Denied
3342,Male,White,48,25-60,94763,508,206370,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
8949,Male,Hispanic,54,25-60,130114,730,324929,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
2982,Male,Hispanic,18,Under 25,97484,550,392803,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,Denied
1288,Female,White,38,25-60,68719,779,242012,Full-time,Some College,Citizen,Fluent,Yes,No,High-income Suburban,Approved
2829,Male,White,57,25-60,150567,671,328146,Full-time,Some College,Visa Holder,Limited,No,Yes,Urban Professional,Approved
3129,Male,Asian,41,25-60,102429,654,371478,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
2969,Female,White,21,Under 25,76185,514,249796,Full-time,High School,Citizen,Limited,No,No,Historically Redlined,Denied
7127,Female,White,26,25-60,55088,683,393307,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
1217,Male,White,45,25-60,98154,776,152202,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
1346,Female,White,61,Over 60,142051,599,328336,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
3925,Male,White,56,25-60,114964,842,285103,Part-time,High School,Permanent Resident,Fluent,No,No,Working Class Urban,Approved
9479,Female,White,41,25-60,173329,842,312574,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
7641,Female,Asian,33,25-60,58418,682,215487,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,Denied
9893,Female,White,67,Over 60,85134,560,170938,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
1637,Male,Hispanic,78,Over 60,65557,841,162894,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
2155,Female,White,19,Under 25,70773,732,143104,Full-time,High School,Citizen,Fluent,Yes,No,Historically Redlined,Approved
3278,Male,White,49,25-60,43808,748,253310,Full-time,Bachelor's,Visa Holder,Limited,No,No,Urban Professional,Approved
2234,Male,White,34,25-60,93853,651,243406,Full-time,High School,Citizen,Limited,No,No,Urban Professional,Denied
2629,Female,White,44,25-60,31477,655,421419,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,Denied
9292,Male,White,33,25-60,56976,742,434473,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Denied
3076,Male,Hispanic,56,25-60,87535,595,136662,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
8229,Female,White,55,25-60,54522,784,95850,Full-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,Approved
2707,Male,White,43,25-60,170262,550,432927,Full-time,High School,Citizen,Fluent,No,Yes,Historically Redlined,Denied
2060,Male,White,29,25-60,174084,657,333740,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
9742,Male,White,20,Under 25,115177,515,420245,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
9691,Male,White,73,Over 60,169244,748,363210,Self-employed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4800,Male,Asian,81,Over 60,128060,846,287423,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
2633,Male,White,54,25-60,65799,617,62531,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
3931,Male,Hispanic,59,25-60,33977,590,381033,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
836,Male,White,54,25-60,36400,709,59306,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Historically Redlined,Denied
321,Female,White,62,Over 60,80844,501,192465,Full-time,High School,Citizen,Limited,Yes,No,Historically Redlined,Denied
9104,Female,Black,45,25-60,114174,832,430588,Full-time,High School,Visa Holder,Fluent,Yes,No,Rural,Denied
4952,Male,Asian,21,Under 25,139035,577,257348,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Denied
5370,Female,White,46,25-60,163458,824,274496,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
6316,Female,White,69,Over 60,49545,605,211089,Gig,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,Denied
1344,Male,White,27,25-60,143004,642,393606,Full-time,Some College,Citizen,Limited,No,Yes,High-income Suburban,Approved
5953,Female,Hispanic,19,Under 25,82927,847,428164,Full-time,High School,Citizen,Fluent,No,Yes,High-income Suburban,Denied
4284,Male,White,25,25-60,173365,516,130468,Unemployed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4612,Female,White,72,Over 60,161259,539,253740,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban,Denied
5328,Male,White,22,Under 25,122392,761,335840,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
8257,Female,Hispanic,71,Over 60,100170,579,118228,Full-time,High School,Citizen,Fluent,No,Yes,Historically Redlined,Approved
9319,Female,White,78,Over 60,168034,807,401982,Full-time,Bachelor's,Citizen,Limited,No,No,Rural,Approved
4088,Female,Hispanic,67,Over 60,114160,729,57977,Full-time,Bachelor's,Permanent Resident,Fluent,Yes,No,Working Class Urban,Denied
4508,Non-binary,White,18,Under 25,113514,846,158417,Full-time,Some College,Citizen,Fluent,Yes,No,Working Class Urban,Denied
1789,Male,White,45,25-60,52147,566,361882,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
3674,Female,White,51,25-60,95554,754,264044,Part-time,Graduate,Permanent Resident,Fluent,No,No,Urban Professional,Approved
3675,Male,White,48,25-60,58327,676,422455,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
6930,Female,White,44,25-60,147972,795,405438,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
2655,Female,Black,35,25-60,46204,703,335763,Full-time,Graduate,Citizen,Fluent,No,Yes,Urban Professional,Denied
905,Male,Hispanic,33,25-60,26500,796,218843,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
7743,Male,Black,33,25-60,156767,619,111752,Full-time,Graduate,Visa Holder,Fluent,No,No,Working Class Urban,Approved
70,Female,White,21,Under 25,52323,780,226165,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
8933,Male,Black,67,Over 60,78586,835,93002,Gig,High School,Citizen,Limited,No,No,High-income Suburban,Denied
2120,Male,Black,50,25-60,99597,805,434212,Full-time,Some College,Citizen,Fluent,Yes,No,Urban Professional,Denied
3048,Female,White,28,25-60,115404,780,109972,Part-time,Bachelor's,Citizen,Fluent,No,Yes,Rural,Denied
3175,Female,Hispanic,40,25-60,36754,777,322913,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
6606,Female,Black,71,Over 60,98289,786,136394,Part-time,Graduate,Citizen,Limited,No,No,Urban Professional,Denied
9918,Female,Hispanic,53,25-60,47173,802,382784,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
6166,Female,White,60,25-60,114298,694,175731,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Approved
1512,Male,White,68,Over 60,144667,503,178930,Part-time,Some College,Permanent Resident,Fluent,No,No,High-income Suburban,Approved
7742,Female,White,37,25-60,54152,847,399354,Part-time,High School,Citizen,Limited,Yes,Yes,High-income Suburban,Denied
1958,Female,White,50,25-60,107061,682,178219,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural,Denied
3418,Male,White,42,25-60,142838,667,416142,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
9714,Female,Black,51,25-60,114700,629,90053,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Denied
2141,Female,White,47,25-60,35225,728,428452,Part-time,Bachelor's,Citizen,Limited,No,No,Historically Redlined,Denied
571,Female,White,62,Over 60,75680,820,302980,Full-time,Bachelor's,Permanent Resident,Fluent,No,Yes,Urban Professional,Denied
1189,Male,White,20,Under 25,47702,501,121918,Self-employed,Some College,Citizen,Fluent,Yes,No,Urban Professional,Denied
7593,Male,Black,32,25-60,110668,694,430585,Full-time,Graduate,Citizen,Fluent,Yes,No,Working Class Urban,Approved
8176,Female,White,20,Under 25,59306,803,337838,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
8711,Female,Hispanic,45,25-60,64475,663,109258,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,Approved
3672,Male,White,31,25-60,57553,786,170578,Gig,Bachelor's,Citizen,Limited,No,No,High-income Suburban,Denied
5017,Male,White,22,Under 25,168977,560,160101,Full-time,Some College,Citizen,Fluent,Yes,No,Rural,Approved
775,Female,White,24,Under 25,25902,619,247688,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
3300,Male,Black,76,Over 60,100574,507,346732,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Denied
82,Male,White,19,Under 25,131613,752,444025,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
3061,Male,White,62,Over 60,63309,739,345468,Full-time,Graduate,Citizen,Fluent,Yes,No,Rural,Approved
9644,Male,Hispanic,75,Over 60,139309,817,249625,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Urban Professional,Denied
4771,Female,White,34,25-60,81521,607,90996,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
9278,Female,Hispanic,69,Over 60,112374,634,159785,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,Approved
916,Female,White,44,25-60,50848,754,114879,Full-time,Some College,Citizen,Fluent,No,Yes,High-income Suburban,Denied
8231,Female,White,60,25-60,74577,795,340594,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Denied
3890,Male,Hispanic,32,25-60,87786,845,286692,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
3979,Male,Hispanic,58,25-60,90197,734,361975,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
1339,Female,Hispanic,36,25-60,141601,551,317797,Full-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,Approved
8463,Female,White,38,25-60,85702,525,194176,Full-time,Bachelor's,Citizen,Limited,No,No,Historically Redlined,Denied
3198,Male,Black,30,25-60,88272,759,332274,Full-time,Some College,Citizen,Limited,No,No,High-income Suburban,Approved
3201,Female,White,46,25-60,45359,825,237415,Full-time,High School,Permanent Resident,Fluent,No,No,Working Class Urban,Denied
8212,Female,Asian,69,Over 60,70800,725,52290,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
1713,Male,White,64,Over 60,66993,655,63765,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
5205,Female,Hispanic,65,Over 60,157918,767,151548,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
7835,Female,White,32,25-60,116248,695,235050,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
3595,Male,Black,33,25-60,48853,783,422410,Gig,High School,Citizen,Fluent,No,No,Urban Professional,Denied
2016,Male,White,40,25-60,32000,655,419233,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
6601,Male,White,43,25-60,75938,693,242888,Full-time,Graduate,Citizen,Fluent,Yes,No,High-income Suburban,Denied
112,Male,White,31,25-60,83977,661,374654,Part-time,Some College,Visa Holder,Fluent,No,No,High-income Suburban,Approved
3173,Male,Asian,48,25-60,84889,727,162978,Full-time,High School,Citizen,Limited,No,No,High-income Suburban,Approved
1376,Female,Asian,19,Under 25,139537,815,318163,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
481,Female,White,72,Over 60,84260,694,411641,Full-time,High School,Citizen,Limited,No,No,Urban Professional,Denied
1161,Male,Black,44,25-60,42317,763,181099,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,Denied
4855,Male,White,48,25-60,83637,755,361929,Full-time,Bachelor's,Permanent Resident,Fluent,Yes,No,Rural,Denied
1062,Male,White,18,Under 25,148330,735,187471,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Denied
8868,Male,White,18,Under 25,86826,635,69292,Gig,Bachelor's,Citizen,Fluent,Yes,No,Rural,Denied
1836,Female,White,47,25-60,146633,785,394994,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Denied
8307,Male,Black,76,Over 60,158941,604,268670,Full-time,Bachelor's,Visa Holder,Fluent,No,Yes,Historically Redlined,Denied
298,Female,White,55,25-60,163591,657,327161,Full-time,High School,Citizen,Fluent,Yes,No,Urban Professional,Denied
2399,Female,Black,41,25-60,141820,562,384610,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
2080,Male,White,34,25-60,105972,677,388732,Self-employed,Some College,Citizen,Fluent,No,No,Historically Redlined,Denied
7889,Female,Hispanic,30,25-60,107156,840,310340,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Denied
2825,Male,Hispanic,54,25-60,38719,738,248617,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
4996,Male,White,63,Over 60,59736,847,226805,Part-time,Some College,Citizen,Fluent,No,Yes,High-income Suburban,Denied
4966,Female,Multiracial,64,Over 60,42453,651,294020,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
5177,Male,Black,24,Under 25,125643,686,304035,Full-time,Graduate,Citizen,Fluent,Yes,No,Rural,Denied
6259,Male,Hispanic,64,Over 60,137978,804,110327,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Approved
9026,Female,White,31,25-60,112172,830,208206,Full-time,High School,Citizen,Fluent,No,No,Rural,Approved
5788,Female,Hispanic,69,Over 60,78285,762,302836,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
1293,Male,Hispanic,58,25-60,160924,799,263884,Full-time,Graduate,Permanent Resident,Fluent,No,Yes,Rural,Approved
5491,Female,White,77,Over 60,158620,716,275013,Full-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban,Denied
8771,Male,White,51,25-60,80312,707,236413,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
9869,Male,Black,19,Under 25,121966,642,382039,Gig,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
5118,Female,White,20,Under 25,131676,666,309966,Full-time,Bachelor's,Citizen,Limited,Yes,No,Urban Professional,Denied
4790,Female,White,80,Over 60,52173,756,350774,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Denied
5639,Female,White,82,Over 60,64624,705,339386,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
6324,Female,White,39,25-60,25812,737,163256,Gig,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
7544,Male,White,68,Over 60,87669,634,203633,Full-time,Some College,Citizen,Fluent,No,No,Rural,Approved
130,Male,White,67,Over 60,121272,500,358290,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
6477,Male,White,26,25-60,125759,688,427221,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
3410,Non-binary,White,23,Under 25,62191,512,169976,Full-time,Some College,Citizen,Limited,No,No,Working Class Urban,Denied
5867,Female,White,20,Under 25,153790,748,56634,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
6840,Female,White,78,Over 60,152009,666,105405,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
7744,Female,White,34,25-60,135167,576,93215,Gig,High School,Citizen,Fluent,No,No,Rural,Approved
3682,Male,White,41,25-60,71361,594,162985,Part-time,Graduate,Permanent Resident,Fluent,No,No,Working Class Urban,Denied
1246,Male,White,69,Over 60,98480,737,245126,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
3383,Male,Hispanic,30,25-60,96191,725,326982,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
2626,Female,White,65,Over 60,166548,797,216501,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
4773,Male,White,45,25-60,141386,516,334336,Full-time,Graduate,Citizen,Fluent,Yes,No,Urban Professional,Denied
1851,Female,White,20,Under 25,168853,564,420762,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Approved
4149,Male,White,71,Over 60,28876,606,444795,Full-time,High School,Citizen,Fluent,No,No,Rural,Denied
3783,Non-binary,White,71,Over 60,155091,503,110786,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
457,Female,White,24,Under 25,97613,527,444705,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Denied
8962,Male,White,47,25-60,120339,822,151063,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
2020,Male,White,24,Under 25,140580,583,75123,Part-time,Some College,Citizen,Fluent,No,No,Rural,Approved
4860,Non-binary,White,20,Under 25,124165,567,385057,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
221,Female,White,47,25-60,126286,802,275615,Full-time,Bachelor's,Citizen,Fluent,No,Yes,High-income Suburban,Denied
895,Female,White,25,25-60,51431,545,145620,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
152,Female,White,22,Under 25,90400,604,175483,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
